eid,title,doi,year,journal,all_countries
2-s2.0-84985143855,Inhibitive Effect of Butyltin Trichloride on Dissolution and Localized Corrosion of Aluminium in Sodium Hydroxide and Hydrochloric Acid,10.1002/jccs.199000007,1990,Journal of the Chinese Chemical Society,Egypt; Qatar
2-s2.0-0025497878,Photoelastic and theoretical analyses of cracked frames,10.1007/BF00036274,1990,International Journal of Fracture,Egypt; Qatar
2-s2.0-84958299570,Note on Certain Subclass of Close-To-Convex Functions of Order α,10.1155/S0161171290000278,1990,International Journal of Mathematics and Mathematical Sciences,Egypt; Japan; Qatar
2-s2.0-2442541254,Daphnane diterpenes of Thymelaea hirsuta,10.1016/0031-9422(90)83044-2,1990,Phytochemistry,Egypt; Qatar; United Kingdom
2-s2.0-0026398770,A study of azo-hydrazone tautomerism in 3-phenyl-4-arylazo-5-isozaolones by1H-NMR spectra of15N-labeled compounds and HMO method,10.1007/BF02876862,1991,Archives of Pharmacal Research,Egypt; Qatar
2-s2.0-44949271986,Nitron tetrachloroaurate(III) electrodes with poly(vinyl chloride) and liquid membranes for the selective determination of gold,10.1016/0039-9140(91)80181-X,1991,Talanta,Egypt; Qatar
2-s2.0-0026366383,Use of treated effluent in concrete mixing in an arid climate,10.1016/0958-9465(91)90009-7,1991,Cement and Concrete Composites,Egypt; Qatar
2-s2.0-84916581261,Thermodynamic Studies on Cuprous Sulfide,10.1524/zpch.1991.171.Part_2.231,1991,Zeitschrift Fur Physikalische Chemie,Egypt; Qatar
2-s2.0-84994930494,Thermal dimensional stability of isotropic polyoxymethylene,10.1002/pat.1991.220020503,1991,Polymers for Advanced Technologies,Egypt; Qatar
2-s2.0-84988987184,Protein requirements for optimum growth of Liza ramada fry (Mugilidae) at different water salinities,10.1051/alr:1991011,1991,Aquatic Living Resources,Egypt; Qatar
2-s2.0-37049080622,"Novel synthesis of indans, tetralones, condensed benzocarbocyclic nitrites and condensed pyridine-2(1H)-thiones from the reactions of cycloalkylidene-malononitriles with arylmethylene(cyano)-acetamide and -thioacetamide",,1992,Journal of the Chemical Society Perkin Transactions 1,Egypt; Qatar
2-s2.0-0010149746,Level structure of154Gd,10.1007/BF03054274,1992,Acta Physica Hungarica,Egypt; Qatar
2-s2.0-0026962077,Critical behaviour in the commensurate-incommensurate phase transition of pure and ϒ-irradiated lirbs04 crystals,10.1080/01411599208213203,1992,Phase Transitions,Egypt; Qatar
2-s2.0-84963166610,Field induced phase in ic-c phase of LiRbSO44crystals,10.1080/01411599208203460,1992,Phase Transitions,Egypt; Qatar
2-s2.0-0026848022,Pressure Dependence of the Electrical Potential and Electron Temperature in a Microwave-Generated Plasma,10.1109/27.134024,1992,IEEE Transactions on Plasma Science,Egypt; Qatar
2-s2.0-37049085734,Poly(vinyl chloride) matrix membrane electrodes for manual and flow injection determination of metal azides,10.1039/AN9921701683,1992,Analyst,Egypt; Qatar
2-s2.0-0001067883,Liquid and poly (vinyl chloride) matrix membrane electrodes for the selective determination of cocaine in illicit powders,10.1016/0039-9140(92)80246-A,1992,Talanta,Egypt; Qatar
2-s2.0-0026682035,A fast quadratic programming approach for large-scale reactive power optimization,10.1080/07313569208909565,1992,Electric Machines and Power Systems,Egypt; Qatar
2-s2.0-34250079038,"Determination of amitriptyline, imipramine and orphenadrine in antidepressant drugs by potentiometry, spectrophotometry and atomic absorption spectrometry",10.1007/BF01243988,1993,Mikrochimica Acta,Egypt; Qatar
2-s2.0-0027611265,Natural Convection Mass Transfer at a Fixed Bed of Cylinders,10.1021/ie00018a032,1993,Industrial and Engineering Chemistry Research,Egypt; Qatar
2-s2.0-84907105190,Constituents of plants growing in Qatar XX. Phytochemical investigation of anastatica hierochuntica: NOTE,10.3109/13880209309082963,1993,Pharmaceutical Biology,Egypt; Qatar
2-s2.0-33646643434,"Ruthenium(II) Complexes of O,N-donor Schiff base ligands and their use as catalytic organic oxidants",10.1016/S0277-5387(00)83051-X,1993,Polyhedron,Egypt; Qatar
2-s2.0-0027887705,Thermal neutrons induced defect in nonstoichiometric lithium potassium sulphate crystals,10.1080/10420159308220316,1993,Radiation Effects and Defects in Solids,Egypt; Qatar; Saudi Arabia
2-s2.0-0028768772,Thermal and catalytic behaviour of grafted polytetrafluoroethylene (PTFE) pretreated with some transition metal nitrates,10.1016/0926-860X(94)80332-3,1994,Applied Catalysis A General,Egypt; Qatar
2-s2.0-0028197861,Structure‐thermal expansivity relation for isotropic polyoxymethylene sheets,10.1002/pen.760340212,1994,Polymer Engineering Science,Egypt; Qatar
2-s2.0-0028179859,Trade-off between sexual and vegetative reproduction of the weedy heliotropium curassavicum,10.1006/jare.1994.1059,1994,Journal of Arid Environments,Egypt; Qatar
2-s2.0-0028539322,"Kinetics and mechanism of H2O2 decomposition by Cu(II)‐, Co(II)‐, and Fe(III)‐Amine complexes on the surface of Silica‐Alumina (25% Al2O3)",10.1002/kin.550261102,1994,International Journal of Chemical Kinetics,Egypt; Qatar
2-s2.0-21344495727,Synthesis of several n-substituted amino-2-pyridones,10.1080/00304949409458037,1994,Organic Preparations and Procedures International,Egypt; Qatar
2-s2.0-0028569697,Effects of gamma-irradiation and Li2O-doping on surface and catalytic properties of unloaded Co3O4 solid,10.1007/BF02041296,1994,Journal of Radioanalytical and Nuclear Chemistry Articles,Egypt; Qatar
2-s2.0-27544434470,Glycosides of Heterocycles: A Direct Route to 1‐(β‐D‐Glycopyranosyl)pyridinethione Nucleosides,10.1002/jlac.199419940919,1994,Liebigs Annalen Der Chemie,Egypt; Qatar
2-s2.0-37049088567,Nucleotides and nucleosides: Direct route to condensed pyridinethione carbocyclic nucleosides related to 3-deazauridine,10.1039/p19940001285,1994,Journal of the Chemical Society Perkin Transactions 1,Egypt; Qatar
2-s2.0-0028253136,Preconcentration and separation of phenols from water by polyurethane foams,10.1080/01496399408002484,1994,Separation Science and Technology,Egypt; Qatar; United Arab Emirates
2-s2.0-0029545067,"Environment and diagenesis of an Upper Cretaceous bioclastic oyster limestone bed, Red Sea Coast, Egypt",10.1007/BF02537447,1995,Facies,Egypt; Qatar
2-s2.0-0010794334,Variational treatment of positronium molecules,10.1088/0953-4075/28/22/021,1995,Journal of Physics B Atomic Molecular and Optical Physics,Egypt; Qatar
2-s2.0-0029028864,Synthesis of n-glycosylated pyridines as new antiviral agents,10.1080/15257779508010701,1995,Nucleosides and Nucleotides,Egypt; Qatar
2-s2.0-0028852244,Mineralogical and geochemical compositions of modern bivalve shells from the Mediterranean coast of Egypt,10.1007/BF00824360,1995,Geojournal,Egypt; Qatar
2-s2.0-21844514720,Inhibition of the corrosion of iron by oxygen and nitrogen containing compounds,10.1007/BF00813198,1995,Monatshefte Fur Chemie Chemical Monthly,Egypt; Qatar
2-s2.0-0039158529,Kinetics and mechanism of oxidation of 4-(phenylazo)diphenylamine with peroxydisulphate,10.1524/zpch.1995.192.Part_1.087,1995,Zeitschrift Fur Physikalische Chemie,Egypt; Qatar
2-s2.0-84988168832,Corrosion Inhibition of iron in 2M hydrochloric acid solution,10.1002/mawe.19950260707,1995,Materialwissenschaft Und Werkstofftechnik,Egypt; Qatar
2-s2.0-84988072932,Flow injection potentiometric determination of harmine and harmaline hallucinogens,10.1002/elan.1140070711,1995,Electroanalysis,Egypt; Qatar
2-s2.0-0028975847,Inhibition of seed germination and seedling growth byCleome droserifolia and allelopathic effect on rhizosphere fungi in Egypt,10.1016/S0140-1963(95)80059-X,1995,Journal of Arid Environments,Egypt; Qatar
2-s2.0-0028992368,Forced convection solid - liquid mass transfer at a fixed bed of Raschig rings,10.1016/0735-1933(94)00057-R,1995,International Communications in Heat and Mass Transfer,Egypt; Qatar
2-s2.0-0029230633,Effect of lithium oxide doping on surface and catalytic properties of NiO Fe2O3 solids,10.1016/0167-577X(94)00223-1,1995,Materials Letters,Egypt; Qatar
2-s2.0-0029752848,Coral reef grounds and its associated biota in the western side of 1 the Arabian Gulf (ROPME Sea Area) with respect to 1991 Gulf war oil spill,,1996,Indian Journal of Marine Sciences,Egypt; Qatar
2-s2.0-7944238951,"Haemogregarina damiettae sp. n., a blood parasite of the lacertid Acanthodactylus boskianus in Egypt",,1996,Acta Parasitologica,Egypt; Qatar
2-s2.0-0030595521,Activity of silica-alumina surface modified with some transition metal ions,10.1016/0927-7757(96)03711-9,1996,Colloids and Surfaces A Physicochemical and Engineering Aspects,Egypt; Qatar
2-s2.0-0030513259,Changes in levels of phosphoenolpyruvate carboxylase with induction of Crassulacean acid metabolism (CAM)-like behavior in the C4 plant Portulaca oleracea,10.1034/j.1399-3054.1996.980113.x,1996,Physiologia Plantarum,Egypt; Qatar
2-s2.0-0029911916,Eutrophication in the coastal waters of Alexandria following the increase in phosphorus load,,1996,Fresenius Environmental Bulletin,Egypt; Qatar
2-s2.0-0029722760,Dielectric dispersion in pure and doped lithium rubidium sulphate,10.1080/10420159608211531,1996,Radiation Effects and Defects in Solids,Egypt; Qatar
2-s2.0-0030246994,The corrosion of graphite/copper composites in different aqueous environments,10.1016/0167-577X(94)00095-6,1996,Materials Letters,Egypt; Qatar
2-s2.0-0030511007,Oxidation Kinetics and Fluorescence Quenching of Coumarin-1 Laser Dye with Peroxodisulfate,10.1007/BF00807025,1996,Monatshefte Fur Chemie,Egypt; Qatar
2-s2.0-0030127292,Liquid-solid mass transfer in packed beds of Raschig rings with upward two-phase (gas-liquid) flow,10.1016/0923-0467(95)03050-6,1996,Chemical Engineering Journal and the Biochemical Engineering Journal,Egypt; Qatar
2-s2.0-0030149378,Analysis of the thermal expansion behavior of oriented polyoxymethylene sheets,10.1002/pen.10532,1996,Polymer Engineering and Science,Egypt; Qatar
2-s2.0-0029668737,"Alkyllead species in the coastal waters of Alexandria, Egypt",10.1016/0269-7491(95)00016-K,1996,Environmental Pollution,Egypt; Qatar
2-s2.0-0345082159,"Kinetic Determination of Morphine in Illicit Powders, Using a Fluoride Selective Electrode, Based on Reaction with 1-Fluoro-2,4-dinitrobenzene",10.1007/BF01244957,1996,Mikrochimica Acta,Egypt; Qatar
2-s2.0-0030274274,"Aptian-Turonian palynology of the Ghazalat-1 well (GTX-1), Qattara Depression, Egypt",10.1016/0034-6667(95)00135-2,1996,Review of Palaeobotany and Palynology,Egypt; Qatar
2-s2.0-5244365498,Effect of different activators on thermoluminescence properties of gamma irradiated cement clinker and its ferrite phase,10.1080/10420159608211550,1996,Radiation Effects and Defects in Solids,Egypt; Qatar
2-s2.0-0029734654,Surface and catalytic properties of gamma-irradiated CuO and NiO catalysts,10.1016/0167-577X(95)00192-1,1996,Materials Letters,Egypt; Qatar
2-s2.0-0030236119,Effect of 25-Azacholestane on Argas (Argas) hermanni (Ixodoidea: Argasidae),10.1093/jmedent/33.5.783,1996,Journal of Medical Entomology,Egypt; Qatar
2-s2.0-24944509293,"Sedimentological and palynological characteristics of mangrove sediments, North Qatar",10.1127/njgpa/200/1996/309,1996,Neues Jahrbuch Fur Geologie Und Palaontologie Abhandlungen,Egypt; Qatar
2-s2.0-0029712892,On the studies of thermodynamics properties of fast neutron irradiated (LixK1-x)2SO4 crystals,10.1080/10420159608211534,1996,Radiation Effects and Defects in Solids,Egypt; Qatar; Saudi Arabia
2-s2.0-0345622255,"On some Eocene larger foraminifera from Qatar, Arabian Gulf",10.1127/njgpm/1996/1996/345,1996,Neues Jahrbuch Fur Geologie Und Palaontologie Monatshefte,Egypt; Qatar; United Arab Emirates
2-s2.0-0030785203,Synthesis of some novel condensed pyridine-2(1H)-thiones and related glycosides,10.1016/S0040-4020(97)10192-2,1997,Tetrahedron,Egypt; Qatar
2-s2.0-3342991660,"Dissolved copper, cadmium and lead in the coastal waters of Qatar, Arabian Gulf",,1997,Indian Journal of Marine Sciences,Egypt; Qatar
2-s2.0-0031414208,Fatty acid composition of twelve algae from the coastal zones of Qatar,10.1023/A:1007980227542,1997,Plant Foods for Human Nutrition,Egypt; Qatar
2-s2.0-0030816901,Determination of glafenine in dosage forms and serum by thin layer densitometry and high performance liquid chromatography,10.1016/S0731-7085(97)00019-8,1997,Journal of Pharmaceutical and Biomedical Analysis,Egypt; Qatar
2-s2.0-0031194427,Man-made impact on the geochemistry of the Nile delta lakes. A study of metals concentrations in sediments,10.1023/A:1026478509772,1997,Water Air and Soil Pollution,Egypt; Qatar
2-s2.0-0030936302,Chromium distribution in waters and sediments of the eastern side of The Qatari Peninsula,10.1016/S0048-9697(96)05339-9,1997,Science of the Total Environment,Egypt; Qatar
2-s2.0-0001955835,Inhibition of the acid corrosion of iron with haloacetic acids,,1997,Bulletin of Electrochemistry,Egypt; Qatar
2-s2.0-5244238808,Defect induced changes in the ferroelastic phase of LiKSO4 crystals,10.1080/10420159708216861,1997,Radiation Effects and Defects in Solids,Egypt; Qatar
2-s2.0-0031239489,Solid - Liquid mass transfer at gas sparged fixed bed of Rasching rings,10.1016/S0735-1933(97)00058-4,1997,International Communications in Heat and Mass Transfer,Egypt; Qatar
2-s2.0-0030690132,Mercurimetric potentiometric determination of barbiturates using a solid-state iodide ion-selective electrode,10.1080/00032719708004040,1997,Analytical Letters,Egypt; Qatar
2-s2.0-0030615707,"Industrial dumping impact on oxygen and nitrogen fluxes in Abu Qir Bay, Southeastern Mediterranean Sea",10.1016/S0160-4120(97)00037-8,1997,Environment International,Egypt; Qatar
2-s2.0-0031354845,Radon concentration determination in some dwellings of Doha city of Qatar,10.1016/S1350-4487(97)00147-9,1997,Radiation Measurements,Egypt; Qatar
2-s2.0-0030701459,Changes in the electrical properties of pure and doped polymers under the influence of small doses of X-rays,10.1080/10420159708216846,1997,Radiation Effects and Defects in Solids,Egypt; Qatar
2-s2.0-0042722727,"Callovian-Oxfordian (Middle-Upper Jurassic) microplankton and miospores from the Masajid Formation, WX1 borehole, El Maghara area, North Sinai, Egypt: Biostratigraphy and palaeoenvironmental interpretations",10.1127/njgpa/204/1997/379,1997,Neues Jahrbuch Fur Geologie Und Palaontologie Abhandlungen,Egypt; Qatar
2-s2.0-0031544493,"Accumulation of cadmium, lead and strontium, and a role of calcium oxalate in water hyacinth tolerance",10.1023/A:1001174132428,1997,Biologia Plantarum,Egypt; Qatar
2-s2.0-0032474988,Production of positronium in ground- And excited-states from positron-lithium scattering,10.1016/S0168-583X(98)00272-9,1998,Nuclear Instruments and Methods in Physics Research Section B Beam Interactions with Materials and Atoms,Egypt; Qatar
2-s2.0-0342600031,Existence of four-body molecules,10.1088/0953-4075/31/9/009,1998,Journal of Physics B Atomic Molecular and Optical Physics,Egypt; Qatar
2-s2.0-0031950347,A synthetic strategy to a new class of cycloalkane ring-fused pyridine nucleosides as potential anti HIV agents,10.1080/07328319808003458,1998,Nucleosides and Nucleotides,Egypt; Qatar
2-s2.0-0031606022,Quadrature methods with regularization technique for singularly perturbed Volterra integral equations,10.1080/00207169808804696,1998,International Journal of Computer Mathematics,Egypt; Qatar
2-s2.0-0032216339,A problem in generalized magneto-thermoelasticity for an infinitely long annular cylinder,10.1023/a:1004376014083,1998,Journal of Engineering Mathematics,Egypt; Qatar
